0,1,2,split
811B89EC,paper_in_domain,01A2ACFC,train
794AEB38,paper_cite_paper,7D3DED01,train
811A52DF,author_write_paper,7DABA1F0,train
7F23F52B,author_write_paper,7C95773B,train
7F1CB5D0,author_write_paper,806DCD3F,train
8112F252,author_in_affiliation,0C41D2F4,train
7C27A986,author_write_paper,7B3165A5,train
7E63C1DF,paper_in_domain,072BDC64,train
7A843168,paper_in_domain,014F152B,train
7FA97BAC,author_write_paper,7CEA051B,train
7E3653FF,paper_in_domain,0322F49A,train
7D65D143,paper_in_domain,0C3DBC40,train
80BA5DC8,author_write_paper,81757C3D,train
7BD0FA4A,author_in_affiliation,05E79D01,train
82BB8124,author_in_affiliation,4FF45383,train
7A0113B5,paper_in_domain,089BD4BA,train
7FF7519C,paper_in_domain,02F1355C,train
7DC76EBE,paper_in_domain,039F6427,train
7BE48D58,author_in_affiliation,4CF99586,train
7F3F3EEB,author_write_paper,8178DD5C,train
7D75EB27,author_in_affiliation,0C33EF81,train
7EF6C8E3,author_write_paper,041111AB,train
7D435CA0,author_write_paper,791B2A2D,train
804B7BE0,paper_in_domain,085765D0,train
0B460340,author_write_paper,06522C75,train
7E2A3F94,author_write_paper,7D7F57CC,train
7DE194A5,paper_in_domain,0304C748,train
7EF4EEF7,paper_in_domain,0917F747,train
7F08F36E,author_write_paper,80AD06E8,train
816F627B,paper_in_domain,07CF2CAD,train
80559E4C,paper_in_domain,00BB2E8D,train
7F0AD8A9,paper_in_domain,00564A32,train
7DCEFD9E,paper_in_domain,09715BDF,train
7DA395C1,paper_cite_paper,58BC3969,train
6EF8ABEE,author_write_paper,7D786D69,train
6187D68E,paper_in_domain,0A051ACE,train
805A703C,paper_in_domain,04AE8D72,train
7D229C62,author_write_paper,7F947F40,train
7FC0EB43,paper_in_domain,0BABCAD2,train
7E877DF3,author_write_paper,7B31E378,train
0450BF0C,paper_in_venue,47C39427,train
3BFE0C25,author_write_paper,7F249C22,train
7FDA4165,author_in_affiliation,05E740A3,train
7C1A7C15,paper_in_domain,0B35FD98,train
7E02F60B,paper_in_domain,0271BC14,train
7E74E438,paper_in_domain,08183038,train
7EF49107,paper_in_domain,0650B2E2,train
81142B07,paper_cite_paper,7FB80B3B,train
7AD6CB3E,author_write_paper,807B95F0,train
7CA3C3E5,paper_in_venue,465F7C62,train
7C2A40D6,paper_in_domain,05D05EDF,train
7D79518B,paper_in_domain,044294F0,train
5A8F0CC8,paper_in_domain,0A0F4889,train
7D458B4A,paper_cite_paper,7E199720,train
80E3C616,paper_cite_paper,7E301CCE,train
7DA9A88F,author_write_paper,7A7896DF,train
7F1F88FC,paper_cite_paper,7D82EEC5,train
7B9ACB70,paper_in_domain,03023D7F,train
7E0C7804,paper_in_venue,43319DD4,train
81046658,paper_in_domain,014F152B,train
85941E4A,author_write_paper,7CF2E07A,train
7E220078,paper_in_venue,45A88363,train
809F9CBA,author_in_affiliation,01E46A0B,train
78E7F637,author_in_affiliation,04AF010A,train
808A3D8F,paper_in_domain,09ACCB7D,train
401C3D11,author_write_paper,0AEC28F0,train
8283CEE2,author_write_paper,76A0E022,train
08451859,paper_cite_paper,7E1707B3,train
096C9B64,author_write_paper,80ABBD29,train
7AD72D48,author_write_paper,7E517A56,train
7C0CCD36,author_in_affiliation,0349EE07,train
7D9D5977,paper_in_domain,0A23FFAC,train
7F1803D9,paper_in_domain,0765A2E4,train
5AD2D253,paper_cite_paper,5DE685CE,train
7A66BA7C,author_write_paper,7B2CFD6B,train
7E68E6DC,paper_in_domain,01E7DD16,train
59632320,paper_in_domain,0A3CBE02,train
7BA8A899,paper_cite_paper,5A3602CB,train
822602D8,author_write_paper,7FE28288,train
7D18C0A9,paper_cite_paper,80060D7C,train
80E954D4,paper_in_domain,05098ADD,train
75671191,author_in_affiliation,0A63B3A3,train
82BB1EEF,author_in_affiliation,0653F611,train
7DDC7D85,paper_in_domain,098ABBCF,train
7AD4725A,paper_cite_paper,7CF8F77D,train
78FD6777,paper_in_domain,0162605E,train
7FA0F566,author_write_paper,75365F6D,train
7C66CE3E,author_write_paper,78D3F180,train
80EC51B1,paper_cite_paper,7DE4D2F6,train
80DCFF0A,paper_in_domain,06E9D6BB,train
807A908A,author_write_paper,815A981F,train
80CCBEA5,author_in_affiliation,0966B229,train
7D35A373,author_in_affiliation,099D876D,train
7D67485A,author_in_affiliation,021CC5D8,train
7F88E4DA,author_in_affiliation,4CE6FC2D,train
7D16E332,author_in_affiliation,08A948CC,train
7F3AC39E,paper_in_domain,06D6DD83,train
7DED0230,paper_in_venue,45701BF3,train
7C2D2808,paper_cite_paper,7679FF41,train
829FCF40,author_in_affiliation,03FD8454,train
807B95F0,paper_in_domain,0304C748,train
7B50FC31,paper_in_domain,0B721F10,train
034CCDCB,paper_in_venue,465F7C62,train
7FBC07D5,author_in_affiliation,090B77B3,train
04725FA3,author_in_affiliation,4CE6FC2D,train
773E730F,paper_in_venue,4566232D,train
8475E219,author_in_affiliation,0477FFD3,train
7DC49D48,paper_in_domain,01E7DD16,train
7D1AF6FE,author_in_affiliation,03482BA2,train
7DB13559,paper_in_domain,0765A2E4,train
7F65FB9C,paper_in_domain,04FCA2EE,train
7DEC2E5E,paper_in_domain,0162605E,train
7D40F5A8,paper_in_domain,00A6013D,train
811CDA39,paper_in_domain,0383DEC0,train
80C62025,paper_in_domain,02FF6754,train
7823B13E,author_in_affiliation,08ED4AE9,train
7FA1DDB8,author_write_paper,7C30EEB1,train
82946669,author_write_paper,5882C9DA,train
80886372,author_in_affiliation,4CE6FC2D,train
8109E750,paper_in_venue,46A05BB0,train
7ABB8CA9,author_in_affiliation,03D00B37,train
0AEC28F0,paper_in_venue,46A05BB0,train
03AE5AA7,paper_in_domain,06BB39F1,train
7D9F9A4D,paper_cite_paper,7FD29BEC,train
774BA42C,author_write_paper,7A323EFE,train
7D1D8AD6,paper_in_domain,0765A2E4,train
7D322466,paper_in_venue,43FD776C,train
7B6D7831,paper_in_domain,0004C188,train
7E21AD51,paper_cite_paper,59B67264,train
7D203513,paper_in_domain,0A590CEF,train
80DFD4C1,paper_in_domain,09A88BE1,train
83DC65B2,author_write_paper,802620B2,train
13A30FFA,author_write_paper,7F89635B,train
7F94A2EC,paper_in_domain,01BC623A,train
78C1658A,paper_in_domain,01E7DD16,train
81388433,author_write_paper,7F8EDDA9,train
7EC6D943,author_write_paper,7D3ACDAE,train
1094A75A,author_write_paper,7628BEC7,train
02258546,paper_in_domain,0AB78768,train
7C517784,author_write_paper,7F305224,train
7F34FB79,paper_in_domain,04655FD1,train
7A98D6F0,paper_in_domain,008782E9,train
7E34A74C,paper_in_domain,042D0DE6,train
84A3831D,author_write_paper,7DD037EA,train
7F7F4CFC,paper_in_domain,0724DFBA,train
8631684C,author_write_paper,78EABD34,train
7E43C840,paper_in_domain,03A48842,train
7D961E30,author_in_affiliation,093456D7,train
7F914038,paper_in_domain,08B4E4A7,train
78767DB9,paper_in_domain,082123F9,train
7DF40F16,paper_in_domain,0A240858,train
7F872D90,paper_in_domain,04FF9DAB,train
77BF781D,paper_in_domain,06E883C0,train
7FB92184,paper_in_domain,05D05EDF,train
80EF69BC,paper_in_domain,01E7DD16,train
7C5727EF,paper_in_domain,0765A2E4,train
752FA0C0,paper_in_domain,04BB9B33,train
5E765D07,paper_in_domain,0724DFBA,train
7EEF17B6,paper_cite_paper,797DB4B6,train
7353AB00,paper_in_domain,0160D514,train
84EB9FB8,author_in_affiliation,03376F29,train
80F77A3D,paper_in_domain,039D5C06,train
81388433,author_write_paper,7CEE2337,train
7D196BFA,paper_in_domain,03887C04,train
8291F2FB,author_write_paper,7E986779,train
7D2B6E11,author_in_affiliation,004E3300,train
6AB80976,paper_in_venue,46AD78C1,train
7B27682D,paper_in_domain,020298BB,train
7CF04CC8,paper_cite_paper,0142C126,train
5E4C69AA,paper_in_domain,04FCA2EE,train
08B0D1F3,paper_in_venue,468A7487,train
80890E46,author_in_affiliation,4CE6FC2D,train
7F3655D3,paper_in_domain,0A815585,train
83E84990,author_write_paper,7F86F86D,train
5C522F3C,paper_cite_paper,5C36F4D8,train
7F5AEB07,paper_cite_paper,5EA2A79E,train
596D8DF6,paper_in_venue,465F7C62,train
80045732,paper_in_domain,090EAA43,train
11816C12,author_write_paper,7A06B5CE,train
859D89FD,author_write_paper,7BAF736D,train
855815E4,author_write_paper,8103A746,train
7E93A585,paper_in_domain,01A2ACFC,train
7D52D1FD,author_write_paper,80DBA15F,train
814E8581,paper_cite_paper,7860A3D0,train
7F119925,paper_in_venue,43319DD4,train
773F62F4,paper_in_domain,05369D20,train
744AA2CA,author_in_affiliation,07C34834,train
09F47932,paper_in_venue,47C39427,train
823F75DC,author_write_paper,7D9A790E,train
7AC9CB12,paper_cite_paper,630E23A7,train
77C00C50,paper_in_domain,0509C2A8,train
7FFEEDA9,author_write_paper,7F8B2D42,train
7D7F9234,paper_in_domain,0986FF55,train
7518DA52,paper_in_domain,08B66AD4,train
7D01D9EE,author_write_paper,772561D6,train
7E70E248,author_write_paper,80CF0BDC,train
63C96D2B,paper_in_domain,019EC1A3,train
7E688528,paper_in_domain,07C47F14,train
7A223275,paper_in_domain,093C4716,train
7FF47AF9,paper_in_domain,08B9956E,train
7EF5E215,author_write_paper,7FF2DD31,train
7E297C38,paper_in_domain,007AAA53,train
802C7A71,paper_in_domain,0779832E,train
8178C35A,paper_in_domain,03C2D397,train
7F8038BA,author_write_paper,71C49801,train
7830230F,paper_in_domain,0A94ACCB,train
75E377F7,paper_in_domain,00AE2819,train
81576C82,paper_in_domain,008782E9,train
75F6F086,paper_cite_paper,80A853E8,train
75F7E720,paper_cite_paper,7DA11C2A,train
7FCD8D63,author_write_paper,80650228,train
8134F55C,author_in_affiliation,0875EA92,train
77EF36E4,paper_in_domain,0A0F4889,train
7E9CC69B,author_write_paper,7EF9EEFA,train
7D7D0DD0,paper_in_venue,468A7487,train
7EA79FED,paper_in_venue,43319DD4,train
752BF790,author_in_affiliation,4FF45383,train
7EAEDFB4,paper_in_domain,093D9A21,train
77F770E2,author_write_paper,6972A443,train
7BEB06E3,paper_in_domain,0AB78768,train
7D5D0C71,paper_cite_paper,7F4089B0,train
5C94673F,paper_cite_paper,7FC0EB43,train
80C934F4,author_write_paper,7B793F7B,train
7FF6DD3D,author_in_affiliation,0C355FDC,train
7DC62C69,author_in_affiliation,04BE3F72,train
85E1A6DC,author_in_affiliation,0C2AE079,train
7BA6D12B,paper_cite_paper,80DF688F,train
77FCD19A,author_write_paper,7D210B6A,train
7A2271D4,author_write_paper,808B63BB,train
80C71B8B,paper_cite_paper,7DE3BCB2,train
719E0B33,paper_cite_paper,00D2A627,train
0A48B0C2,author_write_paper,80630EA3,train
7D642B2A,paper_in_domain,019EC1A3,train
7656DAC0,author_write_paper,7D214159,train
787996CC,author_write_paper,77A04E5D,train
7EA433B8,paper_in_domain,0765A2E4,train
7EE76C4E,paper_cite_paper,7B0C3687,train
81622413,author_write_paper,5D518FD5,train
15649BBB,author_in_affiliation,0C01DCFD,train
7AB29635,paper_in_domain,000B4A2A,train
022FDCE4,paper_cite_paper,590E5F62,train
80D9C0A8,author_write_paper,7E3171F4,train
7A03D79B,author_write_paper,7E98D623,train
7F8A2396,author_in_affiliation,05C86094,train
8007B3DE,author_write_paper,7DB6C8ED,train
80609286,author_write_paper,80CB50CB,train
83CB7DDF,author_write_paper,779285A1,train
7B15399A,paper_cite_paper,6428C27D,train
7D683607,paper_in_domain,091CB999,train
7EE014F8,paper_in_domain,0A815585,train
803B6342,paper_cite_paper,7F46E38D,train
806C131F,paper_in_venue,43319DD4,train
7E47102A,author_write_paper,7E49A7BE,train
75F6F086,paper_in_venue,460A7036,train
7E31F60A,paper_in_domain,01E7DD16,train
81C41F84,author_in_affiliation,05F108EF,train
84AE2164,author_write_paper,7A8C649F,train
760137D5,author_write_paper,80CEB55A,train
76A0094C,paper_in_domain,008782E9,train
292C39AB,author_in_affiliation,07679147,train
752FA0C0,paper_in_domain,07740A5C,train
7D196BFA,paper_in_domain,0322F49A,train
82EFD7BD,author_in_affiliation,05A45DE2,train
8494D23D,author_write_paper,7F2147FD,train
7D214159,paper_in_domain,082123F9,train
7DFFA541,paper_in_domain,0A371AC8,train
7FCE5B06,author_in_affiliation,03D00B37,train
7619BC6D,paper_cite_paper,80C8C832,train
583B387A,paper_in_domain,049B2912,train
7F2715D5,paper_in_domain,02F79C70,train
7EDB5383,paper_in_domain,082123F9,train
11880E3B,author_write_paper,611745D1,train
75D11493,author_write_paper,063288B0,train
7E6E4050,paper_cite_paper,800FD8B4,train
7B449D9F,paper_in_domain,035D8A74,train
73E786F7,paper_in_domain,0A7DBC5D,train
7D9A6629,author_write_paper,5A369914,train
03318F86,author_in_affiliation,0C01DCFD,train
7C4034E4,author_write_paper,8018F86E,train
80AD06E8,paper_cite_paper,7346CADE,train
79260B73,paper_cite_paper,7FB050E7,train
7D4F4289,paper_in_domain,0AAB07DF,train
7CF04CC8,paper_in_domain,0509C2A8,train
7E4859F8,paper_in_domain,0383DEC0,train
0DFC88F5,author_in_affiliation,01328BF3,train
78EABD34,paper_in_domain,0724DFBA,train
7D936BBC,paper_cite_paper,7D503864,train
041111AB,paper_in_venue,46A05BB0,train
7F305224,paper_cite_paper,04683B2F,train
7DB56E17,paper_cite_paper,7EAF03D4,train
807BF5FF,paper_cite_paper,7FF2214A,train
778F40EF,paper_in_domain,008FB4C8,train
7DC43BB7,author_in_affiliation,0A2510E5,train
285C426B,author_write_paper,8113D9F8,train
76702D73,paper_in_domain,0160D514,train
7A97D177,paper_in_domain,008782E9,train
7E1BFC9D,paper_in_domain,02D3C4BC,train
7F0AE3A9,author_in_affiliation,03D00B37,train
7CFF6AB4,paper_in_domain,0765A2E4,train
8005D06C,paper_in_domain,04625E4E,train
7A0307AC,author_write_paper,802D52C7,train
83B3DA41,author_in_affiliation,03FD8454,train
7FADC681,paper_in_domain,02409D49,train
7B126586,paper_in_domain,0665AEB3,train
5F629200,paper_in_domain,0624FFBC,train
79DE6BDD,author_write_paper,7C4B3240,train
5DEBDFA7,paper_in_domain,0C3DBC40,train
813D74E9,author_in_affiliation,05B090CE,train
7C5F002E,paper_in_domain,097C6C78,train
7D6F561E,author_write_paper,75389224,train
84D16F97,author_write_paper,59A7E3E4,train
7E507BC1,paper_in_venue,43319DD4,train
05827E54,author_write_paper,7EC314E3,train
163F4CA2,author_in_affiliation,05282E0D,train
7E141ED4,author_write_paper,7B3EE317,train
75DB32D3,author_write_paper,7F057397,train
7496AAE2,author_in_affiliation,043F7F1E,train
7DA00BD0,paper_in_domain,0917F747,train
7E53EB65,author_write_paper,7DDC4AFF,train
7A06B5CE,paper_in_venue,45610CDA,train
80DBBE86,author_write_paper,7FE80864,train
7F3CD7CA,author_write_paper,7B2FC402,train
7D897D6E,author_write_paper,5DB875BD,train
76D49856,paper_in_domain,091614B6,train
7C9EE302,paper_in_venue,45A88363,train
80954C5A,paper_cite_paper,808B98BF,train
81DD8F9F,author_write_paper,7D236B1C,train
7EC77EB3,paper_in_domain,004D9801,train
806A630A,paper_in_domain,0383DEC0,train
80B0334C,author_write_paper,7B7D6147,train
7ED6E443,paper_in_domain,076BC823,train
7EDC3DBE,author_write_paper,7917526A,train
7DE4D2F6,paper_in_domain,0A65C21E,train
5EABCA02,paper_cite_paper,7EEAA6AB,train
778850EB,paper_in_domain,03197C4D,train
8037FD3F,author_write_paper,7FB7E56D,train
754B013A,paper_in_domain,0093B0A8,train
813ACC77,paper_in_domain,0B24E4DD,train
7B2A0A70,author_write_paper,7A8DA075,train
804000ED,author_in_affiliation,04B999C0,train
7B9D5622,author_write_paper,7BF755F0,train
756848A2,author_write_paper,7E8B8871,train
7A96EE08,author_write_paper,7DF8FE05,train
7F4A6AC4,paper_in_domain,01092AEF,train
7F588489,paper_in_venue,465F7C62,train
7F97B898,paper_in_domain,00517AB5,train
7D29BB8C,author_write_paper,7FB14EBA,train
81677328,paper_cite_paper,7F240FF0,train
1033098E,author_write_paper,7FC3C5C7,train
7DEA7810,paper_in_domain,0397FCEA,train
06AAC03D,paper_in_venue,465F7C62,train
7CF0BE22,paper_in_domain,02F79C70,train
7EECE99F,author_in_affiliation,0349EE07,train
81058F7D,paper_cite_paper,5E2A003E,train
7D8C1922,paper_in_domain,04A1014A,train
7BF9F2C6,author_write_paper,7B35DF6E,train
7E6299D4,paper_in_domain,0A033233,train
7D358160,paper_in_domain,0004C188,train
803AC68E,paper_cite_paper,7DC03A9C,train
7E692B6E,author_write_paper,77A8FDF8,train
7D4C5D20,paper_in_domain,0160D514,train
81058F7D,paper_cite_paper,79F3CD41,train
84189322,author_write_paper,79AD7EEB,train
8043DB84,author_in_affiliation,09B2D407,train
7D33FE70,paper_cite_paper,630CDAC4,train
7FD9E4BF,author_write_paper,7F229643,train
80A29A11,paper_in_domain,0520D581,train
7D9543B1,author_write_paper,7801A508,train
0D23621E,author_write_paper,7DC10A63,train
7E3B6DA4,paper_in_domain,0850A3C4,train
804203F9,paper_in_domain,06B26222,train
812B0C05,paper_in_domain,0765A2E4,train
7FB9FA07,author_write_paper,810DA5CD,train
81A3A4B8,author_write_paper,7F96093B,train
8619CE0D,author_write_paper,8098D0D1,train
6C5B8284,author_write_paper,08EA6DF2,train
7F801EF4,author_write_paper,80D7976C,train
7D40F5A8,paper_cite_paper,7D296B29,train
7AABD5C8,author_write_paper,7B0B2DD9,train
8475681A,author_write_paper,7DABFB67,train
0519342A,author_write_paper,682E2D5D,train
818734CD,author_in_affiliation,4F05DC4B,train
808AC408,paper_in_domain,014F152B,train
7F305224,paper_in_venue,46A05BB0,train
7B27682D,paper_in_venue,43ABF249,train
7D398726,paper_in_domain,0757D77D,train
7E03F00F,paper_in_domain,03DDEE22,train
7E3FB2F3,paper_in_venue,465F7C62,train
09ABCB97,author_in_affiliation,004E3300,train
76ACCEF1,author_in_affiliation,4CE6FC2D,train
7D3F31BC,paper_in_domain,00457FEE,train
757A6EA0,paper_in_domain,03F8AEDA,train
7D0E393A,paper_in_domain,0AFF636D,train
7E3394EF,paper_in_venue,468A7487,train
7F8AF755,paper_in_venue,46DAB993,train
7E03F00F,paper_in_domain,0322F49A,train
814A9BAE,paper_in_venue,43ABF249,train
81272861,paper_in_domain,02810BE9,train
7A48E88C,author_write_paper,58AC5F37,train
7E67353B,author_write_paper,60E33AF9,train
7B414C99,paper_in_domain,01A2ACFC,train
7FAAC645,author_write_paper,80602B4B,train
7596AEC2,author_write_paper,801D237F,train
7E7E8DCA,paper_cite_paper,80731A3F,train
7E63E12E,author_write_paper,7604023B,train
7E708154,author_in_affiliation,040AF21A,train
760137D5,author_in_affiliation,0810AAFA,train
638755C7,paper_in_venue,46AD78C1,train
29D7D0F9,author_in_affiliation,07C34834,train
7CB7DAFA,paper_cite_paper,80179848,train
7FC0A39E,paper_in_domain,0304C748,train
7C2A555D,author_write_paper,811FB282,train
7D52AFAF,author_write_paper,7E49A7BE,train
7ED7A465,paper_in_domain,0A716E5E,train
07B8EBD2,author_in_affiliation,4E286443,train
7F61F4F8,paper_in_domain,03D48A2D,train
80654B49,paper_cite_paper,7D6444FA,train
7E0AA459,author_write_paper,7E5D2013,train
80E2B2B4,paper_in_domain,0BABCAD2,train
850FDF8F,author_write_paper,80707077,train
7EF34A0D,author_in_affiliation,4FF45383,train
7C452783,author_write_paper,7DC61D91,train
045BBD01,author_write_paper,7C236AAE,train
7BB21531,paper_in_domain,0BB3EC21,train
5DA47E75,paper_in_domain,06BFE1EF,train
5CBCE37E,paper_cite_paper,802BFA39,train
807E91B2,paper_in_domain,0A5C018E,train
7D823EDA,paper_in_domain,08B9956E,train
7F5A9FB1,paper_in_domain,0AB78768,train
7294DCEC,author_in_affiliation,04BE3F72,train
7DADEF26,author_write_paper,807E88D2,train
7F9F1BB3,author_write_paper,5D8A55C1,train
11BA75DA,author_write_paper,7DE9F072,train
80BEDDB8,paper_cite_paper,7D88E110,train
07EBE1A6,author_write_paper,7C37C1DC,train
7AAFB65D,author_write_paper,80D36529,train
0754595E,author_write_paper,7BAF736D,train
7FC05013,paper_in_domain,0724DFBA,train
73C97D12,author_in_affiliation,0C2AE079,train
7D1B6D52,paper_cite_paper,7DEAE1B7,train
80F84092,paper_in_venue,45701BF3,train
76ED03A6,paper_in_domain,0A20692E,train
7EC85489,paper_in_domain,02409D49,train
7A957405,paper_cite_paper,7C43B6E0,train
8117A162,author_in_affiliation,08EF476D,train
7FD93730,author_in_affiliation,03FED160,train
814FF41A,paper_in_domain,0636FF17,train
7E5EB98E,paper_cite_paper,7730E66C,train
7EFD6E01,author_in_affiliation,045716B5,train
7EADF73E,author_write_paper,8130637C,train
81457756,paper_in_domain,0984BFF1,train
15275956,author_in_affiliation,4D53BB5A,train
799DB4A7,paper_cite_paper,7E717874,train
7D6E9EF4,author_write_paper,7DFD802A,train
82D2E9C9,author_write_paper,7EFBD745,train
7EF6F280,author_write_paper,7DEDF798,train
7E995AE4,paper_cite_paper,5EABCA02,train
80A31271,author_in_affiliation,05F6E42A,train
7EFC42FF,author_write_paper,80E12234,train
845EB569,author_in_affiliation,0B0ADEB6,train
7E5E291E,paper_in_domain,09D1EC85,train
85FF0A58,author_write_paper,612CE16A,train
7FA5F67F,paper_cite_paper,80E8504E,train
7F3D99E3,paper_in_domain,008782E9,train
7D8AEF80,paper_in_domain,076BC823,train
7FF24700,paper_in_domain,064FF158,train
7F5DAAD4,author_write_paper,778804FA,train
7B27682D,paper_in_domain,082EEFC0,train
7D4F4289,paper_in_domain,01900D77,train
800E5FE1,author_write_paper,7D458B4A,train
7E89AD73,author_write_paper,8558494A,train
7FF8EA9C,paper_in_domain,0724DFBA,train
7EE3DD56,paper_cite_paper,7F368BDB,train
7F5F589C,author_in_affiliation,0C2C9DD2,train
7F0230CB,paper_cite_paper,7E7A0AC6,train
1320C535,author_write_paper,7FCDE999,train
809199BA,author_in_affiliation,348EB203,train
78A7AD54,author_write_paper,7DE23A76,train
80A2C1E3,paper_cite_paper,0C1EB47B,train
856F8BEE,paper_in_domain,0633E965,train
83762D8A,author_write_paper,77DE68C5,train
5DE58932,paper_cite_paper,7DF00D86,train
7D1AE2B4,paper_in_domain,0ADA588F,train
7D1CCEF7,author_in_affiliation,00FF56A8,train
8100BAAC,paper_in_venue,4566232D,train
80A853E8,paper_in_domain,00AE2819,train
80B0FC58,paper_cite_paper,60925BB1,train
8117E2AB,paper_in_domain,0322F49A,train
7F3CD7CA,author_write_paper,7EF72C0B,train
7EE9B453,paper_cite_paper,7B402A2B,train
7D9543B1,author_in_affiliation,4FF45383,train
79BABCCB,paper_in_domain,008782E9,train
76587BE9,paper_in_domain,0412C79D,train
7F8BE2AE,paper_in_venue,43FD776C,train
7AFAF2C5,paper_in_domain,02EA3506,train
77A7E5B3,author_write_paper,7270B839,train
7D58F835,paper_in_domain,02A36A17,train
6650A43E,author_in_affiliation,01A842AA,train
2AA5EC7C,author_in_affiliation,0C33EF81,train
7E752103,author_in_affiliation,045D3373,train
7C504F77,paper_cite_paper,7D09E374,train
0E26BDB3,author_write_paper,75F6F086,train
7E4A5AA2,paper_in_domain,07868074,train
7FD0987F,author_in_affiliation,044C0559,train
7F10A3D0,paper_in_domain,03887C04,train
7FA68EFE,paper_in_venue,43319DD4,train
77625499,paper_in_domain,05BBE484,train
781F68F1,paper_in_domain,0BBCC83D,train
7D0A7E94,paper_in_domain,048F072B,train
845C1047,paper_in_domain,0018EB03,train
81589516,author_write_paper,80E4FD06,train
7C43A9A2,paper_cite_paper,7CB7DAFA,train
7EE76C4E,paper_in_venue,45A88363,train
804696EE,author_write_paper,7E782D13,train
8132EDEF,paper_in_domain,06BFE1EF,train
7D4F4289,paper_in_venue,468A7487,train
7728E1F4,paper_in_domain,01E7DD16,train
7FEB72CB,paper_in_venue,45FFFB88,train
7EC13237,author_write_paper,7704C86B,train
7E0C7804,paper_in_domain,091DD092,train
7FAE0808,paper_in_domain,0304C748,train
7ABF3629,author_in_affiliation,05B090CE,train
7EA178E1,paper_in_venue,45FFFB88,train
790F793D,author_write_paper,8040EE73,train
804E159C,paper_in_domain,05CB5788,train
7E259CEC,author_in_affiliation,05C86094,train
5C94A2BB,paper_in_venue,465F7C62,train
8067E27E,paper_cite_paper,6A02973A,train
0BB1E064,author_write_paper,6B4E80B5,train
7F4A2127,author_write_paper,8018F86E,train
80E213E3,author_in_affiliation,0C355FDC,train
0D288248,author_in_affiliation,0D109F83,train
5F58E392,paper_in_domain,0149209A,train
7C271CAE,paper_in_domain,09699AB6,train
81402B0A,paper_cite_paper,8070C063,train
7F9719F6,paper_in_domain,09F001E0,train
779ADE96,author_write_paper,5CB216D4,train
7D2CAF6D,paper_in_domain,084656E4,train
7B36EACF,author_write_paper,816DDE24,train
7D6EF172,author_in_affiliation,0112E226,train
7E15AD1B,author_write_paper,7A3793FD,train
7F8D2E34,paper_in_domain,039D5C06,train
7C3BB95A,author_write_paper,8165D17C,train
7F0B0193,paper_cite_paper,7E688528,train
7C7D8244,paper_cite_paper,7CEF844A,train
7769BFB6,author_in_affiliation,044C0559,train
758B1BB4,author_write_paper,76845158,train
7E8B8871,paper_in_domain,009B0ED0,train
80ABBD29,paper_in_domain,05D05EDF,train
7F06D900,author_in_affiliation,012E6F4E,train
5D6978DA,paper_in_domain,0130AA0E,train
807590B3,paper_in_domain,0612E2EC,train
81258DE4,paper_in_domain,01E7DD16,train
75D12588,author_write_paper,80E8E3FF,train
1108B76F,author_in_affiliation,03FD8454,train
0AE98F05,paper_cite_paper,7EEC49A4,train
809E7289,author_write_paper,80FA3B78,train
7D74B28A,paper_cite_paper,811A05CC,train
7BD8312F,author_in_affiliation,056EA0E2,train
5FD79CF7,paper_in_domain,0650B2E2,train
6CB35EBD,paper_in_venue,47CCD465,train
7965E1BE,author_write_paper,805EB52B,train
7EFE7A73,paper_cite_paper,75341564,train
7846667E,paper_in_venue,43FD776C,train
80322F2A,paper_in_venue,465F7C62,train
86230578,author_write_paper,8558494A,train
7D3B3F8F,author_write_paper,06CA0EB6,train
7F142127,paper_in_domain,04984686,train
011555DD,paper_cite_paper,7F3E27B7,train
7971FEE6,paper_in_domain,01261726,train
0E5AA1E4,author_in_affiliation,0011EAC4,train
7F89FD5A,paper_in_domain,09ACCB7D,train
765C6147,author_write_paper,7BFAF547,train
5AD5A0AA,paper_in_domain,014F152B,train
5DB875BD,paper_in_domain,0724DFBA,train
7F20B4B8,paper_cite_paper,7D8DE4FE,train
80557CFA,paper_cite_paper,7E4859F8,train
79C31D9E,paper_cite_paper,80A4C715,train
7A941248,paper_in_domain,069BD3D4,train
58FC6563,paper_in_domain,06545253,train
7DD8F3DC,author_in_affiliation,4EC16293,train
7F2715D5,paper_in_domain,0917F747,train
7DA53038,paper_cite_paper,5C36F4D8,train
85912B9B,author_write_paper,7D8021AD,train
5F9E7E8A,author_write_paper,813ACC77,train
77104C62,paper_cite_paper,79BABCCB,train
8153A7EB,paper_cite_paper,7BEECAB7,train
802D411A,paper_cite_paper,7E67A55F,train
7A7D1DB6,paper_in_domain,05D05EDF,train
0B64F37E,author_in_affiliation,04BE3F72,train
07C452B3,author_in_affiliation,0229448F,train
7E48C083,paper_in_venue,465F7C62,train
80276CAE,paper_cite_paper,80DAA99F,train
7FFB8C0B,paper_in_domain,00701568,train
7D6544B2,paper_in_venue,465F7C62,train
750C61EA,paper_in_domain,04984686,train
6096BEC3,paper_in_domain,04DEF9F7,train
8620ECCE,author_write_paper,7E7760CE,train
7F672654,paper_in_domain,0579E1BD,train
7D11126D,author_write_paper,7F9CEEE3,train
764867A8,author_in_affiliation,4FF45383,train
7F34C256,paper_in_domain,05098ADD,train
81151647,author_write_paper,0A96542F,train
